epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,6823.69,1.04763,0.7474,0.00363,0.83966,0.71992,0.83362,0.6156,0.872,0.64291,0.00429,0.0004027,0.0004027,0.0004027
183,6862.63,1.03462,0.74556,0.00356,0.87457,0.69304,0.82427,0.60399,0.85586,0.64116,0.00413,0.0003994,0.0003994,0.0003994
184,6902.11,1.04271,0.73817,0.00352,0.85983,0.75615,0.84612,0.62621,0.86441,0.63333,0.00397,0.0003961,0.0003961,0.0003961
185,6941.67,1.04159,0.74333,0.00354,0.8419,0.729,0.84524,0.62107,0.85935,0.63497,0.00399,0.0003928,0.0003928,0.0003928
186,6981.34,1.02367,0.73698,0.00351,0.86859,0.68653,0.82955,0.61093,0.84652,0.64075,0.00405,0.0003895,0.0003895,0.0003895
187,7019.02,1.04942,0.75352,0.00362,0.87935,0.69154,0.84179,0.61066,0.85176,0.64312,0.00395,0.0003862,0.0003862,0.0003862
188,7054.76,1.02012,0.72748,0.0035,0.92899,0.67242,0.8332,0.61508,0.84907,0.63454,0.00388,0.0003829,0.0003829,0.0003829
189,7090.71,1.02034,0.71869,0.00349,0.84691,0.71476,0.84114,0.62139,0.83548,0.62622,0.00369,0.0003796,0.0003796,0.0003796
190,7126.63,1.04482,0.74656,0.00355,0.9114,0.6813,0.82639,0.6076,0.84794,0.6392,0.00379,0.0003763,0.0003763,0.0003763
191,7162.6,1.03545,0.74181,0.0034,0.91833,0.67987,0.84172,0.62113,0.8373,0.64265,0.00384,0.000373,0.000373,0.000373
192,7198.49,1.03238,0.74151,0.00343,0.89288,0.69708,0.83349,0.62339,0.83922,0.64327,0.004,0.0003697,0.0003697,0.0003697
193,7235.17,1.02764,0.73715,0.00349,0.902,0.68945,0.83176,0.62231,0.8496,0.62603,0.00404,0.0003664,0.0003664,0.0003664
194,7270.87,1.01773,0.74258,0.0035,0.91375,0.68188,0.8389,0.63124,0.85074,0.63461,0.00392,0.0003631,0.0003631,0.0003631
195,7306.81,1.03141,0.71643,0.0035,0.87084,0.69901,0.82565,0.62362,0.85059,0.63886,0.00394,0.0003598,0.0003598,0.0003598
196,7342.54,1.0306,0.72821,0.00347,0.88934,0.6714,0.8143,0.6144,0.83475,0.63193,0.00382,0.0003565,0.0003565,0.0003565
197,7378.53,1.00845,0.72027,0.00349,0.86101,0.68618,0.82061,0.61233,0.83642,0.64248,0.00388,0.0003532,0.0003532,0.0003532
198,7414.55,1.02828,0.73437,0.00352,0.90095,0.6937,0.82562,0.61527,0.83963,0.65202,0.00406,0.0003499,0.0003499,0.0003499
199,7450.36,1.03052,0.72925,0.00348,0.88304,0.71445,0.82698,0.62432,0.82151,0.63398,0.00365,0.0003466,0.0003466,0.0003466
200,7485.8,1.0008,0.71546,0.00345,0.84915,0.70676,0.83003,0.61445,0.83161,0.62667,0.00383,0.0003433,0.0003433,0.0003433
201,7520.22,1.0248,0.72494,0.00338,0.84339,0.6864,0.82414,0.62063,0.82678,0.62644,0.00375,0.00034,0.00034,0.00034
202,7558.09,0.98656,0.70758,0.00341,0.85386,0.68819,0.81822,0.61286,0.83017,0.63316,0.00405,0.0003367,0.0003367,0.0003367
203,7599.16,1.03326,0.72411,0.00333,0.85391,0.69102,0.81849,0.61527,0.84027,0.64123,0.00392,0.0003334,0.0003334,0.0003334
204,7646.36,1.00296,0.7136,0.00341,0.89928,0.66402,0.82339,0.62393,0.81747,0.63169,0.00376,0.0003301,0.0003301,0.0003301
205,7694.25,0.99276,0.70707,0.00338,0.84864,0.694,0.81972,0.62508,0.83429,0.62574,0.00396,0.0003268,0.0003268,0.0003268
206,7741.59,1.0169,0.71867,0.00336,0.90803,0.67469,0.82429,0.62167,0.81399,0.61762,0.00363,0.0003235,0.0003235,0.0003235
207,7788.93,1.01879,0.72055,0.00335,0.90019,0.68523,0.84254,0.62505,0.81704,0.62505,0.00372,0.0003202,0.0003202,0.0003202
208,7834.56,1.01863,0.72395,0.00334,0.85348,0.72023,0.84518,0.62964,0.81224,0.6192,0.00372,0.0003169,0.0003169,0.0003169
209,7881.33,1.00294,0.71228,0.00344,0.88074,0.6951,0.84863,0.63066,0.8365,0.62934,0.00392,0.0003136,0.0003136,0.0003136
210,7928.16,1.0038,0.72439,0.00335,0.90593,0.67995,0.83298,0.62602,0.832,0.61624,0.00384,0.0003103,0.0003103,0.0003103
211,7975.86,1.02842,0.73061,0.00336,0.89177,0.6996,0.83725,0.63081,0.81978,0.62081,0.00367,0.000307,0.000307,0.000307
212,8020.44,0.99217,0.71811,0.00345,0.90915,0.6606,0.83507,0.63341,0.83747,0.61905,0.00391,0.0003037,0.0003037,0.0003037
213,8065.24,1.01317,0.71772,0.00331,0.90953,0.67663,0.83521,0.62573,0.82211,0.62479,0.00385,0.0003004,0.0003004,0.0003004
214,8112.61,0.99707,0.71456,0.00333,0.79365,0.74585,0.83612,0.63813,0.81553,0.61221,0.00393,0.0002971,0.0002971,0.0002971
215,8159.7,0.99012,0.70745,0.00335,0.88096,0.68201,0.83937,0.63284,0.82039,0.61217,0.00365,0.0002938,0.0002938,0.0002938
216,8205.03,1.00417,0.71982,0.00327,0.89951,0.67258,0.84234,0.62854,0.80883,0.6455,0.00393,0.0002905,0.0002905,0.0002905
217,8249.89,0.97834,0.69924,0.00325,0.8633,0.69399,0.84419,0.64171,0.8068,0.61811,0.00364,0.0002872,0.0002872,0.0002872
218,8294.1,0.9945,0.71672,0.0034,0.89389,0.69244,0.84098,0.63748,0.81647,0.62076,0.00371,0.0002839,0.0002839,0.0002839
219,8334.24,1.00495,0.70915,0.00322,0.80494,0.70854,0.8323,0.62899,0.81823,0.64115,0.00396,0.0002806,0.0002806,0.0002806
220,8374.25,1.00207,0.70903,0.00328,0.84554,0.72624,0.84158,0.64226,0.8294,0.61498,0.00385,0.0002773,0.0002773,0.0002773
221,8414.45,0.98332,0.7033,0.00341,0.85075,0.72364,0.84015,0.63298,0.82191,0.6129,0.00381,0.000274,0.000274,0.000274
222,8454.67,1.01035,0.71248,0.0033,0.84864,0.74548,0.84488,0.63914,0.81464,0.6124,0.00377,0.0002707,0.0002707,0.0002707
223,8496.02,1.00829,0.70698,0.00325,0.87944,0.69293,0.83368,0.62623,0.82082,0.60676,0.00382,0.0002674,0.0002674,0.0002674
224,8538.15,1.00161,0.70673,0.00335,0.8892,0.70595,0.84197,0.63561,0.80729,0.6183,0.00372,0.0002641,0.0002641,0.0002641
225,8584.34,0.99407,0.71313,0.00341,0.85848,0.73645,0.84305,0.63842,0.79806,0.62366,0.00362,0.0002608,0.0002608,0.0002608
226,8630.1,1.02167,0.72143,0.00327,0.84431,0.73134,0.84631,0.6348,0.82727,0.61925,0.00382,0.0002575,0.0002575,0.0002575
227,8676.42,0.97954,0.69356,0.00326,0.84477,0.7361,0.84607,0.63605,0.82735,0.63798,0.00393,0.0002542,0.0002542,0.0002542
228,8722.18,0.97735,0.69755,0.00335,0.847,0.72926,0.85305,0.64092,0.80785,0.62587,0.00368,0.0002509,0.0002509,0.0002509
229,8768.27,0.98887,0.70339,0.00314,0.84022,0.73516,0.85069,0.64835,0.80763,0.61673,0.00366,0.0002476,0.0002476,0.0002476
230,8813.99,0.98796,0.70258,0.00323,0.84243,0.73829,0.85433,0.64416,0.81176,0.61668,0.00365,0.0002443,0.0002443,0.0002443
231,8861.98,0.98375,0.68748,0.00326,0.84208,0.73762,0.85203,0.6433,0.81105,0.61425,0.00361,0.000241,0.000241,0.000241
232,8909.6,0.9889,0.69083,0.00313,0.82035,0.74827,0.84479,0.63607,0.80168,0.61623,0.00356,0.0002377,0.0002377,0.0002377
233,8956.9,0.99151,0.70249,0.00321,0.81601,0.77226,0.85146,0.64151,0.79705,0.61079,0.00374,0.0002344,0.0002344,0.0002344
234,9004.63,0.99656,0.70125,0.00324,0.83177,0.75315,0.84388,0.63833,0.80134,0.61061,0.00344,0.0002311,0.0002311,0.0002311
235,9050.93,0.97649,0.6977,0.00318,0.87831,0.6947,0.84202,0.63291,0.81104,0.60902,0.00355,0.0002278,0.0002278,0.0002278
236,9091.03,0.96348,0.69166,0.00313,0.89189,0.68218,0.84269,0.6273,0.81455,0.61426,0.00358,0.0002245,0.0002245,0.0002245
237,9125.34,0.97689,0.69529,0.00325,0.82523,0.7484,0.85018,0.63919,0.80101,0.61233,0.00348,0.0002212,0.0002212,0.0002212
238,9160.36,0.98282,0.70995,0.00327,0.74961,0.7769,0.83984,0.63193,0.79768,0.61159,0.00356,0.0002179,0.0002179,0.0002179
239,9194.99,0.9796,0.69741,0.00324,0.87713,0.69563,0.8374,0.62235,0.80191,0.62692,0.00364,0.0002146,0.0002146,0.0002146
240,9229.92,0.97934,0.69898,0.00324,0.88501,0.68385,0.82856,0.62225,0.80129,0.61606,0.00361,0.0002113,0.0002113,0.0002113
241,9264.68,0.9515,0.6737,0.00316,0.80612,0.74854,0.84664,0.63492,0.80236,0.61102,0.00351,0.000208,0.000208,0.000208
242,9300.69,0.9728,0.68621,0.00316,0.8352,0.70919,0.8306,0.62466,0.80556,0.61029,0.00346,0.0002047,0.0002047,0.0002047
243,9337.51,0.97262,0.69067,0.00313,0.85608,0.70338,0.83577,0.62905,0.80035,0.61354,0.00365,0.0002014,0.0002014,0.0002014
244,9374.33,0.98837,0.69987,0.00314,0.88597,0.69453,0.84455,0.63176,0.79437,0.60953,0.00348,0.0001981,0.0001981,0.0001981
245,9409.82,0.9577,0.68745,0.0031,0.92097,0.68526,0.84382,0.63027,0.79361,0.6156,0.00343,0.0001948,0.0001948,0.0001948
246,9444.67,0.96302,0.69288,0.00316,0.91674,0.68827,0.84696,0.63739,0.79347,0.61319,0.00353,0.0001915,0.0001915,0.0001915
247,9481.34,0.97081,0.69787,0.00324,0.82566,0.74393,0.85167,0.6428,0.77553,0.60688,0.00343,0.0001882,0.0001882,0.0001882
248,9521.13,0.9731,0.68262,0.00315,0.89417,0.67897,0.83798,0.63954,0.79363,0.60838,0.00348,0.0001849,0.0001849,0.0001849
249,9559.32,0.98178,0.70164,0.00313,0.8322,0.72119,0.84595,0.64096,0.79184,0.60981,0.00349,0.0001816,0.0001816,0.0001816
250,9598.81,0.97072,0.70235,0.0031,0.81787,0.72824,0.84161,0.64242,0.7747,0.62586,0.00341,0.0001783,0.0001783,0.0001783
251,9641.06,0.96352,0.68154,0.00314,0.78618,0.71576,0.84035,0.64432,0.7833,0.606,0.0034,0.000175,0.000175,0.000175
252,9687.12,0.97356,0.68571,0.00307,0.77246,0.74264,0.84148,0.63932,0.79013,0.59799,0.00337,0.0001717,0.0001717,0.0001717
253,9732.53,0.95562,0.68455,0.00313,0.84162,0.70874,0.84135,0.63758,0.78087,0.6189,0.0034,0.0001684,0.0001684,0.0001684
254,9777.24,0.98292,0.6905,0.00305,0.789,0.76608,0.84417,0.6398,0.78233,0.60372,0.00336,0.0001651,0.0001651,0.0001651
255,9819.8,0.9229,0.6754,0.00305,0.80364,0.76591,0.84441,0.63904,0.78436,0.59657,0.0034,0.0001618,0.0001618,0.0001618
256,9861.43,0.94846,0.67647,0.003,0.80274,0.74012,0.84256,0.6359,0.7733,0.62582,0.00343,0.0001585,0.0001585,0.0001585
257,9904.68,0.9363,0.68294,0.00305,0.78785,0.7595,0.84869,0.64539,0.78355,0.60628,0.00336,0.0001552,0.0001552,0.0001552
258,9946.49,0.96891,0.68434,0.00304,0.8247,0.76814,0.8537,0.64646,0.78232,0.59718,0.00336,0.0001519,0.0001519,0.0001519
259,9989.5,0.95169,0.68081,0.00306,0.79885,0.76303,0.84835,0.64636,0.78146,0.59524,0.00339,0.0001486,0.0001486,0.0001486
260,10031,0.94788,0.67451,0.0031,0.75765,0.77949,0.8446,0.64707,0.77855,0.60365,0.00342,0.0001453,0.0001453,0.0001453
261,10071.1,0.9462,0.68525,0.0032,0.76192,0.77515,0.84691,0.64535,0.77426,0.6032,0.00336,0.000142,0.000142,0.000142
262,10112.7,0.94441,0.67774,0.00301,0.79455,0.76544,0.84293,0.64392,0.77572,0.60348,0.0034,0.0001387,0.0001387,0.0001387
263,10155.3,0.93804,0.66922,0.00302,0.78525,0.75022,0.8399,0.64279,0.77449,0.60799,0.00345,0.0001354,0.0001354,0.0001354
264,10197.8,0.93765,0.67389,0.00311,0.88264,0.69896,0.84191,0.64059,0.77117,0.60303,0.00335,0.0001321,0.0001321,0.0001321
265,10238.5,0.93485,0.68007,0.00308,0.91853,0.68346,0.84677,0.64857,0.7626,0.60736,0.00328,0.0001288,0.0001288,0.0001288
266,10279.7,0.93102,0.67088,0.00301,0.83053,0.74463,0.84614,0.64719,0.7632,0.60272,0.00332,0.0001255,0.0001255,0.0001255
267,10321.2,0.95482,0.67818,0.00305,0.91865,0.68775,0.84797,0.6472,0.77485,0.60177,0.00327,0.0001222,0.0001222,0.0001222
268,10362.5,0.95734,0.67625,0.00297,0.82857,0.73749,0.85252,0.65381,0.76657,0.59335,0.00318,0.0001189,0.0001189,0.0001189
269,10401.5,0.94312,0.67833,0.00302,0.83677,0.71922,0.85062,0.65001,0.77405,0.59522,0.00329,0.0001156,0.0001156,0.0001156
270,10436.3,0.94931,0.67532,0.00301,0.88664,0.70237,0.85202,0.6526,0.76969,0.60648,0.0033,0.0001123,0.0001123,0.0001123
271,10472.2,0.95918,0.67548,0.00301,0.8173,0.73574,0.84514,0.64919,0.77414,0.611,0.00338,0.000109,0.000109,0.000109
272,10513.9,0.95506,0.67886,0.00299,0.85116,0.71038,0.85005,0.65221,0.77032,0.60313,0.0033,0.0001057,0.0001057,0.0001057
273,10558.8,0.95275,0.68141,0.00305,0.78458,0.75296,0.852,0.65377,0.76455,0.5908,0.00321,0.0001024,0.0001024,0.0001024
274,10602.4,0.94822,0.67633,0.00302,0.8683,0.70388,0.8531,0.65178,0.77248,0.58818,0.0033,9.91e-05,9.91e-05,9.91e-05
275,10645,0.92357,0.66652,0.0031,0.84703,0.73314,0.85453,0.6511,0.76877,0.59005,0.00326,9.58e-05,9.58e-05,9.58e-05
276,10686.1,0.93966,0.68128,0.00309,0.84099,0.73139,0.85551,0.65123,0.76773,0.58827,0.00331,9.25e-05,9.25e-05,9.25e-05
277,10728.1,0.95344,0.68768,0.00306,0.80953,0.74445,0.85422,0.6535,0.76559,0.59113,0.00336,8.92e-05,8.92e-05,8.92e-05
278,10772.6,0.94018,0.67504,0.00304,0.79735,0.75257,0.8549,0.65151,0.77605,0.59113,0.0034,8.59e-05,8.59e-05,8.59e-05
279,10817.9,0.94811,0.68068,0.00298,0.84532,0.72727,0.85334,0.65331,0.76429,0.58935,0.00319,8.26e-05,8.26e-05,8.26e-05
280,10861,0.90865,0.65556,0.00299,0.80672,0.76629,0.8522,0.65179,0.7617,0.60022,0.00326,7.93e-05,7.93e-05,7.93e-05
281,10904.4,0.93372,0.67226,0.00302,0.7923,0.77204,0.85058,0.65152,0.76102,0.60961,0.00327,7.6e-05,7.6e-05,7.6e-05
282,10948.4,0.96156,0.69223,0.00303,0.90567,0.68821,0.8483,0.65232,0.76497,0.59648,0.00327,7.27e-05,7.27e-05,7.27e-05
283,10990.2,0.94436,0.66825,0.00289,0.89373,0.69777,0.8501,0.64682,0.76665,0.59895,0.00329,6.94e-05,6.94e-05,6.94e-05
284,11029.9,0.94636,0.66852,0.00294,0.90202,0.69127,0.84897,0.64754,0.77021,0.59903,0.00329,6.61e-05,6.61e-05,6.61e-05
285,11070.3,0.97048,0.69253,0.00298,0.86471,0.70381,0.84778,0.64929,0.76105,0.61071,0.00335,6.28e-05,6.28e-05,6.28e-05
286,11110.9,0.95583,0.68702,0.00291,0.80092,0.74745,0.84735,0.65066,0.76547,0.59299,0.00327,5.95e-05,5.95e-05,5.95e-05
287,11151.8,0.93163,0.6717,0.00296,0.80428,0.7505,0.84947,0.65258,0.76603,0.59092,0.00328,5.62e-05,5.62e-05,5.62e-05
288,11193.5,0.94296,0.66684,0.00301,0.79912,0.74879,0.85277,0.65179,0.76259,0.59106,0.00327,5.29e-05,5.29e-05,5.29e-05
289,11234.4,0.92207,0.66321,0.00296,0.88001,0.71486,0.85329,0.64942,0.76893,0.5949,0.00336,4.96e-05,4.96e-05,4.96e-05
290,11276.3,0.93139,0.66475,0.00299,0.87183,0.70513,0.85097,0.65024,0.76384,0.59884,0.00334,4.63e-05,4.63e-05,4.63e-05
291,11316.2,0.85596,0.61958,0.00292,0.81418,0.7494,0.85,0.64028,0.80321,0.60142,0.00354,4.3e-05,4.3e-05,4.3e-05
292,11353.9,0.85629,0.62006,0.00287,0.83028,0.74465,0.85083,0.6417,0.799,0.5974,0.00349,3.97e-05,3.97e-05,3.97e-05
293,11392.7,0.8463,0.59699,0.0029,0.82647,0.73307,0.85318,0.64768,0.79484,0.59759,0.00347,3.64e-05,3.64e-05,3.64e-05
294,11431.3,0.83792,0.5953,0.00282,0.83886,0.73645,0.85515,0.64862,0.7921,0.59912,0.00344,3.31e-05,3.31e-05,3.31e-05
295,11470.7,0.84506,0.60182,0.00277,0.81703,0.75458,0.85645,0.64854,0.79541,0.59799,0.00343,2.98e-05,2.98e-05,2.98e-05
296,11510.4,0.83846,0.59994,0.00276,0.81648,0.74669,0.85524,0.64638,0.79681,0.59633,0.00344,2.65e-05,2.65e-05,2.65e-05
297,11551.1,0.84846,0.60003,0.00277,0.83257,0.7427,0.85741,0.6486,0.79601,0.59572,0.00345,2.32e-05,2.32e-05,2.32e-05
298,11591.6,0.84463,0.60069,0.00273,0.83126,0.73251,0.85661,0.64779,0.79561,0.59816,0.00344,1.99e-05,1.99e-05,1.99e-05
299,11632.6,0.84441,0.6028,0.00276,0.84372,0.72869,0.85602,0.64956,0.79517,0.59912,0.00346,1.66e-05,1.66e-05,1.66e-05
300,11673.9,0.83968,0.59783,0.00276,0.84798,0.71118,0.85588,0.64916,0.79432,0.59711,0.00343,1.33e-05,1.33e-05,1.33e-05
